ct_id_10,name,total_pop,pop_den,sex_ratio,age_u18,age1834,age3564,age_o65,for_born,white,black,asian,hispanic,two_or_more,eth_het,med_house_income,pub_assist,gini,fam_pov_per,unemp_rate,total_house_h,fam_house_per,fem_head_per,same_sex_coup_per,grand_head_per,less_than_hs,hs_grad,some_coll,bach,master,prof,doc,commute_less10,commute1030,commute3060,commute6090,commute_over90,by_auto,by_pub_trans,by_bike,by_walk,total_house_units,vacant_unit_per,renters_per,home_own_per,med_gross_rent,med_home_val,med_yr_built_raw,med_yr_built,med_yr_moved_inraw,med_yr_rent_moved_in,area_acres,town_id,town,fips_stco,county,area_acr_1,m_atown
25027728100,"Census Tract 7281, Worcester County, Massachusetts",4585,332.574093771547,1.13156671315667,0.2340239912759,0.202399127589967,0.39803707742639,0.165539803707743,0.0438386041439477,0.897273718647764,0.0122137404580153,0.00632497273718648,0.0702290076335878,0.0124318429661941,-17032656,105735,0.0207823960880196,0.4084,0.0475460122699387,0.0336134453781513,1636,0.797066014669927,0.0898533007334963,0,0,0.0251551780463901,0.195687683763476,0.221169552433845,0.324730480235217,0.159425024501797,0.0405096373734074,0.0333224436458674,0.078740157480315,0.513123359580053,0.331146106736658,0.0555555555555556,0.0214348206474191,0.926779103249691,0,0.00287947346770876,0.00246812011517894,1701,0.0382128159905938,0.10880195599022,0.89119804400978,1640,349000,1988,1980 to 1989,2004,2012,9407.9167,134,HOLDEN,25027,WORCESTER,23241.5139,HOLDEN
25027729200,"Census Tract 7292, Worcester County, Massachusetts",2165,1069.69770097072,1.31798715203426,0.181062355658199,0.151039260969977,0.460969976905312,0.206928406466513,0.0872979214780601,0.884988452655889,0.0170900692840647,0.0217090069284065,0.0475750577367206,0.0277136258660508,-3685242,69625,0.00466744457409568,0.3886,0.0652173913043478,0.0312757201646091,857,0.697782963827305,0.120186697782964,0,0.0058343057176196,0.0577395577395577,0.253071253071253,0.315724815724816,0.261670761670762,0.097051597051597,0.00982800982800983,0.00491400491400491,0.251093613298338,0.463692038495188,0.181102362204724,0.0822397200349956,0.0218722659667542,0.970486111111111,0.00434027777777778,0,0.0121527777777778,886,0.0327313769751693,0.210035005834306,0.789964994165694,894,230200,1955,1950 to 1959,2003,2010,1294.2828,321,WEST BOYLSTON,25027,WORCESTER,8867.5078,WEST BOYLSTON
25027730700,"Census Tract 7307, Worcester County, Massachusetts",6917,2112.95260778488,1.13290163428924,0.170594188231892,0.214399306057539,0.437183750180714,0.177822755529854,0.205869596645945,0.732832152667341,0.079514240277577,0.0199508457423739,0.136330779239555,0.0173485615151077,-26905553,70679,0.0210679258990193,0.4693,0.0584343991179713,0.0612449799196787,2753,0.658917544496912,0.114420632037777,0,0,0.0936454849498328,0.173322840842022,0.27267361794216,0.266771591579776,0.120598072004722,0.0397403108400551,0.0332480818414322,0.0536989431590974,0.662096543844616,0.17709225935447,0.086832333618966,0.0202799200228506,0.92482853223594,0.0203017832647462,0,0.00493827160493827,2928,0.0597677595628415,0.28042135851798,0.71957864148202,1454,207200,1959,1950 to 1959,2007,2012,2123.4927,348,WORCESTER,25027,WORCESTER,24609.965,WORCESTER
25027744200,"Census Tract 7442, Worcester County, Massachusetts",7278,1345.59054372793,1.1156976744186,0.203352569387194,0.227260236328662,0.435971420719978,0.133415773564166,0.155262434734817,0.823577906018137,0.0306402857928002,0.0342126957955482,0.0784556196757351,0.0126408353943391,-36365806,74528,0.0333564975677554,0.4052,0.0248677248677249,0.0398338220918866,2878,0.656706045865184,0.121264767199444,0,0,0.0842631781454406,0.252981916121585,0.353405155829165,0.231242785686803,0.0671412081569835,0.00615621392843401,0.00480954213158907,0.141198704103672,0.394168466522678,0.312634989200864,0.13255939524838,0.019438444924406,0.903701786176547,0.0178617654672534,0,0.0217447579601346,3181,0.0952530650738761,0.342599027102154,0.657400972897846,954,268400,1973,1970 to 1979,2006,2011,3581.9026,185,MILFORD,25027,WORCESTER,9615.6444,MILFORD
25027709701,"Census Tract 7097.01, Worcester County, Massachusetts",5059,2893.59720224866,1.29850068150841,0.177110100810437,0.202609211306582,0.430322198062858,0.189958489820123,0.106345127495552,0.737102194109508,0.0604862621071358,0.0114647163471042,0.179679778612374,0.00770903340581142,-14828721,52885,0.0636285468615649,0.5327,0.198380566801619,0.0434465133260314,2326,0.530954428202923,0.158211521926053,0,0.00945829750644884,0.145497755479271,0.310007921837866,0.283073673092157,0.168471085291788,0.0879324003168735,0.00343279640876683,0.001584367573277,0.174867832452216,0.51077673851159,0.20292801952013,0.0703538023586824,0.0410736071573811,0.899236641221374,0.0148854961832061,0,0.0244274809160305,2511,0.0736758263639984,0.579535683576956,0.420464316423044,1018,223200,1964,1960 to 1969,2006,2011,1154.4799,153,LEOMINSTER,25027,WORCESTER,18992.5053,LEOMINSTER
25027735100,"Census Tract 7351, Worcester County, Massachusetts",6632,472.029325875198,1.11008590518613,0.162846803377563,0.236580217129071,0.438630880579011,0.161942098914355,0.0280458383594692,0.965922798552473,0.00256332931242461,0.00180940892641737,0.0211097708082027,0.0063329312424608,-41056868,64100,0.0163187855787476,0.4546,0.0428082191780822,0.0495403472931563,2635,0.664895635673624,0.0603415559772296,0,0.0352941176470588,0.0946398659966499,0.294388609715243,0.316582914572864,0.192420435510888,0.0858458961474037,0.0161222780569514,0,0.108708189158016,0.44002306805075,0.330449826989619,0.0830449826989619,0.0377739331026528,0.91146826477799,0.0106238082266412,0,0.0187959684009807,2713,0.0287504607445632,0.260721062618596,0.739278937381404,867,232700,1966,1960 to 1969,2000,2009,9517.5104,151,LEICESTER,25027,WORCESTER,15762.5193,LEICESTER
25027754300,"Census Tract 7543, Worcester County, Massachusetts",3259,8021.79171002675,1.25224602626123,0.190549248235655,0.326480515495551,0.380484811291807,0.102485424976987,0.187787664927892,0.711261123043878,0.0770174900276158,0.0309911015648972,0.179196072414851,0,-5787381,37093,0.0514056224899598,0.3556,0.0762388818297332,0.144368059227922,1245,0.632128514056225,0.226506024096386,0,0.00642570281124498,0.253268765133172,0.394188861985472,0.235351089588378,0.101210653753027,0.0154963680387409,4.84261501210654e-4,0,0.188666205943331,0.456807187284036,0.303386316516932,0.0345542501727713,0.0165860400829302,0.810233160621762,0,0,0.0958549222797927,1581,0.212523719165085,0.78714859437751,0.21285140562249,910,170900,1939,Prior to 1940,2011,2012,275.4467,316,WEBSTER,25027,WORCESTER,9347.233,WEBSTER
25027730802,"Census Tract 7308.02, Worcester County, Massachusetts",2097,5190.81729689434,0.908098271155596,0.202193609918932,0.183118741058655,0.466380543633763,0.14830710538865,0.198378636146876,0.759179780639008,0.0309966618979495,0.0729613733905579,0.107773009060563,0.0267048164043872,-2613173,87750,0.0383663366336634,0.415,0.101167315175097,0.0234234234234234,808,0.636138613861386,0.0581683168316832,0.297297297297297,0.025990099009901,0.0768175582990398,0.186556927297668,0.185185185185185,0.271604938271605,0.144718792866941,0.0569272976680384,0.0781893004115226,0.187308085977482,0.559877175025589,0.133060388945752,0.0839303991811668,0.0358239508700102,0.851401869158878,0.0271028037383178,0,0.0345794392523364,855,0.0549707602339181,0.396039603960396,0.603960396039604,1088,270100,1939,Prior to 1940,2006,2012,258.5314,348,WORCESTER,25027,WORCESTER,24609.965,WORCESTER
25027717100,"Census Tract 7171, Worcester County, Massachusetts",3098,238.816007960395,0.989723827874117,0.18786313750807,0.150419625564881,0.461588121368625,0.200129115558425,0.0797288573273079,0.96901226597805,0.00710135571336346,0.00710135571336346,0.00839251129761136,0.00839251129761136,-9013647,97417,0.0182450043440487,0.443,0.0149082568807339,0.0241360394953374,1151,0.757602085143354,0.0721112076455256,0,0.00434404865334492,0.0624726955002184,0.253822629969419,0.227173438182612,0.283966797728266,0.126692878986457,0.0222804718217562,0.0235910878112713,0.138738738738739,0.455255255255255,0.255855855855856,0.125525525525526,0.0246246246246246,0.90005711022273,0.0085665334094803,0.00399771559109081,0.0114220445459737,1270,0.0937007874015748,0.130321459600348,0.869678540399652,1037,379600,1981,1980 to 1989,2004,2012,8431.2313,28,BERLIN,25027,WORCESTER,8431.2313,BERLIN
25027732600,"Census Tract 7326, Worcester County, Massachusetts",3982,17064.7071573823,1.18791208791209,0.243596182822702,0.286288297338021,0.342290306378704,0.127825213460573,0.2101958814666,0.459568056253139,0.104972375690608,0.0524861878453039,0.359367152184832,0.0143144148669011,-5615065,43384,0.086027397260274,0.4386,0.0953516090584029,0.0397094430992736,1825,0.45972602739726,0.225205479452055,0,0.0279452054794521,0.206983441324694,0.362131029517639,0.261699064074874,0.124190064794816,0.0352771778257739,0,0.00971922246220302,0.0911633109619687,0.649328859060403,0.218120805369128,0.0178970917225951,0.023489932885906,0.787429739397036,0.0541645375574859,0,0.0679611650485437,2004,0.0893213572854291,0.829041095890411,0.170958904109589,1017,156500,1939,Prior to 1940,2011,NA,149.3328,348,WORCESTER,25027,WORCESTER,24609.965,WORCESTER
